merchant_id,region,city,category,tenure_days,avg_ticket,monthly_income,repeat_customer_rate,platform_commission_pct,kyc_flag,payment_success_rate,transaction_velocity,multi_product_adoption,digital_tool_usage,ai_adoption_score,agent_usage_flag,treatment_flag,treatment_start_month,intervention_timestamp
UC00000180,West,Mumbai,plumbing_electrical,348,628.08,16575.28,0.3531,0.1973,True,0.9652,32.29,5,0.6439,0.5654,True,False,0,
UC00000181,South,Hyderabad,beauty_wellness,641,999.03,49772.61,0.3027,0.2435,True,0.9247,47.07,4,0.6685,0.6873,False,False,0,
UC00000182,North,Chandigarh,plumbing_electrical,1104,789.15,29933.22,0.4165,0.2014,True,0.9549,38.19,5,0.7703,0.7442,True,False,0,
UC00000183,South,Kochi,beauty_wellness,438,1212.5,38902.72,0.4145,0.2417,True,0.9611,34.74,5,0.6689,0.6476,True,False,0,
UC00000184,West,Mumbai,plumbing_electrical,306,537.13,19432.8,0.2876,0.1508,False,0.9365,35.19,2,0.8609,0.5472,False,False,0,
UC00000185,South,Chennai,salon_spa_premium,1100,1946.08,45018.08,0.6042,0.289,True,0.9309,26.15,3,0.6883,0.5447,False,True,2,2024-02-01
UC00000186,North,Delhi NCR,appliance_repair,513,598.51,23203.47,0.512,0.2218,False,0.9214,40.2,1,0.3996,0.3415,False,False,0,
UC00000187,South,Chennai,beauty_wellness,803,1272.58,54536.28,0.4528,0.2293,True,0.9351,43.72,5,0.8149,0.5512,True,True,2,2024-02-01
UC00000188,North,Delhi NCR,appliance_repair,922,869.84,28950.1,0.4248,0.1888,True,0.9853,36.08,3,0.7102,0.4714,False,False,0,
UC00000189,South,Hyderabad,home_cleaning,395,1244.06,34517.15,0.5113,0.1955,False,0.9484,32.53,4,0.6583,0.7231,True,False,0,
UC00000190,North,Delhi NCR,beauty_wellness,364,927.23,28547.27,0.2742,0.2595,True,0.9775,37.03,4,0.8258,0.4049,True,True,5,2024-05-01
UC00000191,North,Delhi NCR,beauty_wellness,1381,667.2,36036.12,0.6315,0.2643,True,0.9667,66.93,4,0.8377,0.6331,False,True,3,2024-03-01
UC00000192,East,Kolkata,appliance_repair,937,1003.68,28996.46,0.4273,0.1845,True,0.994,28.78,5,0.7933,0.5852,True,False,0,
UC00000193,North,Lucknow,salon_spa_premium,455,1570.95,39733.91,0.4938,0.2404,True,0.9906,24.31,3,0.496,0.2951,True,False,0,
UC00000194,East,Guwahati,home_cleaning,284,843.59,34994.17,0.2793,0.2066,True,0.9758,37.05,5,0.6797,0.5568,True,True,8,2024-08-01
UC00000195,East,Patna,beauty_wellness,665,958.65,27954.03,0.4961,0.2376,True,0.9238,30.98,3,0.5636,0.4073,False,True,6,2024-06-01
UC00000196,South,Bengaluru,appliance_repair,795,554.63,25208.82,0.4274,0.201,False,0.9286,46.93,2,0.6299,0.3793,False,False,0,
UC00000197,South,Kochi,appliance_repair,603,1180.94,59437.42,0.5382,0.182,True,0.9744,54.09,2,0.4759,0.367,False,False,0,
UC00000198,West,Pune,home_cleaning,379,1728.3,91195.82,0.3466,0.1515,True,1.0,52.19,4,0.9256,0.5873,False,True,6,2024-06-01
UC00000199,North,Lucknow,beauty_wellness,432,1418.01,59402.79,0.5449,0.2108,True,0.9301,40.04,3,0.6239,0.2004,False,True,6,2024-06-01
UC00000200,West,Mumbai,beauty_wellness,1456,1043.69,33962.64,0.5446,0.2,False,0.9643,37.96,3,0.5458,0.7622,True,False,0,
UC00000201,South,Hyderabad,salon_spa_premium,515,1401.98,52744.32,0.6672,0.2578,True,0.9473,34.75,4,0.7408,0.5902,False,False,0,
UC00000202,North,Delhi NCR,beauty_wellness,1095,1424.3,46237.44,0.4531,0.2208,True,0.9962,37.69,5,1.0,0.8031,True,True,4,2024-04-01
UC00000203,South,Chennai,salon_spa_premium,392,950.0,40699.92,0.4975,0.319,True,0.9427,47.91,4,0.6764,0.5382,True,True,2,2024-02-01
UC00000204,West,Pune,salon_spa_premium,1164,1410.37,42365.29,0.4549,0.2784,True,0.9694,33.14,4,0.6057,0.5635,False,False,0,
UC00000205,West,Ahmedabad,beauty_wellness,655,1027.95,27209.88,0.5787,0.237,True,0.9671,25.56,4,0.6003,0.527,True,False,0,
UC00000206,West,Mumbai,home_cleaning,886,1160.87,41479.57,0.3646,0.209,True,0.9604,34.28,3,0.6149,0.4831,False,True,3,2024-03-01
UC00000207,South,Bengaluru,plumbing_electrical,476,778.35,38537.05,0.5188,0.1852,True,0.9613,62.23,5,0.859,0.7625,True,False,0,
UC00000208,South,Hyderabad,beauty_wellness,337,1102.78,35902.13,0.4914,0.211,False,0.9249,29.54,3,0.6616,0.6309,False,False,0,
UC00000209,North,Delhi NCR,beauty_wellness,190,899.01,59304.27,0.2995,0.2269,True,0.9805,61.5,4,0.8618,0.5888,False,False,0,
UC00000210,North,Jaipur,beauty_wellness,557,1421.68,54310.73,0.5168,0.2233,True,0.9581,43.21,2,0.5394,0.3207,False,True,3,2024-03-01
UC00000211,West,Mumbai,beauty_wellness,684,1144.97,31698.35,0.5228,0.2233,True,0.9879,27.12,4,0.6506,0.4638,True,False,0,
UC00000212,South,Chennai,appliance_repair,415,683.61,20295.62,0.3863,0.2093,True,0.9643,33.25,5,0.7025,0.7501,True,True,5,2024-05-01
UC00000213,South,Bengaluru,appliance_repair,301,1411.07,38751.02,0.3436,0.1987,False,0.9509,32.77,4,0.6951,0.609,True,False,0,
UC00000214,West,Surat,beauty_wellness,180,1208.38,61647.68,0.4777,0.196,True,0.9324,47.01,5,0.6826,0.5914,True,True,4,2024-04-01
UC00000215,North,Delhi NCR,appliance_repair,741,643.97,16896.53,0.3261,0.1644,True,0.9845,27.62,4,0.7216,0.4201,True,False,0,
UC00000216,South,Chennai,plumbing_electrical,350,909.43,26655.75,0.4618,0.1714,True,0.9606,32.94,5,0.7812,0.6915,True,True,6,2024-06-01
UC00000217,South,Hyderabad,beauty_wellness,897,747.11,35763.0,0.5799,0.2757,True,0.9378,47.59,3,0.5051,0.2509,True,False,0,
UC00000218,West,Mumbai,salon_spa_premium,162,1147.95,34959.37,0.2905,0.2817,False,0.9648,30.55,4,0.6842,0.6476,True,False,0,
UC00000219,South,Bengaluru,beauty_wellness,566,1161.58,48811.67,0.3079,0.2618,True,0.9861,41.46,5,0.8778,0.618,True,False,0,
UC00000220,North,Delhi NCR,beauty_wellness,1252,972.39,32379.36,0.5522,0.2803,True,0.9524,38.07,3,0.8087,0.2966,False,False,0,
UC00000221,South,Hyderabad,plumbing_electrical,419,354.97,7331.97,0.2156,0.1608,True,0.9964,24.08,4,0.9503,0.7408,False,True,7,2024-07-01
UC00000222,West,Pune,appliance_repair,925,634.01,17928.98,0.4333,0.2138,True,0.9495,34.31,5,0.8211,0.6688,True,True,5,2024-05-01
UC00000223,North,Chandigarh,home_cleaning,858,2438.32,100007.32,0.5457,0.1948,True,0.9583,40.79,5,0.5923,0.5872,True,False,0,
UC00000224,South,Kochi,beauty_wellness,286,1227.99,21625.8,0.4283,0.2595,True,0.9404,17.19,4,0.6897,0.5949,False,True,4,2024-04-01
UC00000225,West,Mumbai,appliance_repair,84,861.8,23116.85,0.4381,0.173,True,0.9765,32.42,4,0.6766,0.6004,False,True,7,2024-07-01
UC00000226,West,Ahmedabad,home_cleaning,536,1156.54,46372.39,0.5221,0.1999,True,0.921,32.79,2,0.2584,0.2685,False,True,5,2024-05-01
UC00000227,West,Mumbai,appliance_repair,550,951.99,21597.69,0.4128,0.2076,True,0.9426,20.92,3,0.686,0.3519,False,True,6,2024-06-01
UC00000228,North,Delhi NCR,salon_spa_premium,388,1594.32,64642.69,0.6109,0.2433,True,0.9219,39.62,4,0.8239,0.5873,False,True,6,2024-06-01
UC00000229,North,Delhi NCR,salon_spa_premium,257,1921.84,80577.12,0.3825,0.2135,True,0.9858,43.64,5,0.7787,0.6623,True,False,0,
UC00000230,South,Hyderabad,plumbing_electrical,1269,692.74,7175.74,0.5339,0.171,True,0.9623,10.53,4,0.7559,0.6174,False,True,4,2024-04-01
UC00000231,West,Mumbai,appliance_repair,921,1441.03,59056.19,0.5348,0.2469,True,0.9553,38.37,3,0.5055,0.6419,False,False,0,
UC00000232,South,Bengaluru,appliance_repair,509,1254.25,68293.28,0.443,0.1907,True,0.9436,58.6,3,0.6804,0.4811,False,True,4,2024-04-01
UC00000233,North,Jaipur,beauty_wellness,1449,1386.21,30839.74,0.4467,0.2343,True,0.9221,25.84,4,0.6657,0.4025,True,False,0,
UC00000234,West,Surat,beauty_wellness,83,1265.37,21972.67,0.4988,0.2538,True,0.9872,18.16,3,0.7514,0.2858,False,True,5,2024-05-01
UC00000235,West,Surat,beauty_wellness,875,1251.1,64670.04,0.5038,0.2422,True,0.958,45.88,2,0.4788,0.3446,False,True,3,2024-03-01
UC00000236,South,Bengaluru,plumbing_electrical,928,807.04,27512.57,0.5467,0.1502,True,0.9785,35.36,5,0.9956,0.6727,True,False,0,
UC00000237,West,Ahmedabad,beauty_wellness,297,1132.05,32777.94,0.407,0.2403,True,0.9137,31.07,3,0.5342,0.4601,True,True,3,2024-03-01
UC00000238,North,Delhi NCR,appliance_repair,158,826.45,45641.07,0.5283,0.2088,True,0.9752,52.0,4,0.5447,0.5655,True,False,0,
UC00000239,South,Chennai,appliance_repair,426,794.06,18878.15,0.5322,0.181,True,0.9133,27.9,3,0.6344,0.3646,False,False,0,
UC00000240,South,Hyderabad,beauty_wellness,624,859.94,39609.75,0.3237,0.2358,True,0.9763,46.92,5,0.9598,0.7492,True,True,2,2024-02-01
UC00000241,North,Delhi NCR,beauty_wellness,605,1039.65,26124.6,0.4812,0.2447,True,0.9554,27.69,3,0.536,0.5488,True,False,0,
UC00000242,West,Pune,home_cleaning,210,1194.11,38087.55,0.5381,0.265,True,0.943,29.45,5,0.6904,0.8203,True,False,0,
UC00000243,West,Mumbai,beauty_wellness,1138,1235.4,17266.71,0.5851,0.239,True,0.9097,16.51,4,0.6405,0.4756,True,False,0,
UC00000244,West,Ahmedabad,beauty_wellness,600,1125.5,33311.79,0.5519,0.2384,False,0.9552,27.75,2,0.5763,0.3782,False,False,0,
UC00000245,South,Kochi,home_cleaning,434,1036.96,36136.46,0.452,0.1863,True,0.9557,34.37,4,0.9011,0.6163,False,True,3,2024-03-01
UC00000246,West,Pune,beauty_wellness,1085,1378.79,50548.81,0.5725,0.2556,True,0.9581,39.02,4,0.7181,0.8073,False,True,2,2024-02-01
UC00000247,South,Bengaluru,beauty_wellness,587,686.15,23478.89,0.2718,0.2434,True,0.9254,36.65,4,0.7779,0.6475,False,True,2,2024-02-01
UC00000248,North,Delhi NCR,beauty_wellness,282,904.35,38445.58,0.3665,0.2137,True,0.9871,40.72,2,0.5341,0.5057,False,True,6,2024-06-01
UC00000249,North,Lucknow,salon_spa_premium,158,1399.89,37682.67,0.2914,0.2293,True,0.9653,26.37,3,0.4887,0.3389,True,False,0,
UC00000250,North,Delhi NCR,appliance_repair,429,948.79,36888.74,0.4357,0.1805,True,0.9681,45.11,5,0.8438,0.6546,True,False,0,
UC00000251,South,Kochi,plumbing_electrical,844,949.66,34404.21,0.502,0.1862,True,0.9609,39.12,4,0.7656,0.9281,False,False,0,
UC00000252,West,Mumbai,plumbing_electrical,285,414.25,11228.11,0.4748,0.25,True,0.9846,25.7,2,0.4855,0.5407,False,False,0,
UC00000253,North,Lucknow,beauty_wellness,772,935.75,32497.77,0.5055,0.1953,True,0.9577,34.16,5,0.7749,0.6237,True,False,0,
UC00000254,South,Bengaluru,plumbing_electrical,852,620.9,10253.18,0.5293,0.2073,False,0.8906,19.36,2,0.5093,0.527,True,False,0,
UC00000255,West,Pune,beauty_wellness,1076,770.4,19906.75,0.6777,0.2277,True,0.9281,34.33,4,1.0,0.6588,False,False,0,
UC00000256,East,Kolkata,salon_spa_premium,204,1681.04,54785.64,0.3806,0.2675,False,0.9261,27.93,1,0.1447,0.1755,False,False,0,
UC00000257,North,Delhi NCR,plumbing_electrical,321,906.77,26841.91,0.434,0.219,True,0.9565,28.49,5,0.8719,0.7563,True,True,7,2024-07-01
UC00000258,North,Jaipur,appliance_repair,555,613.7,13821.17,0.4239,0.1806,True,0.9492,24.58,5,0.6886,0.607,True,False,0,
UC00000259,West,Pune,appliance_repair,580,868.06,7689.7,0.7184,0.2217,True,0.953,9.13,3,0.868,0.5305,False,True,5,2024-05-01
UC00000260,East,Kolkata,beauty_wellness,478,1140.81,27350.52,0.3147,0.2811,True,0.9594,20.55,3,0.4628,0.4822,True,False,0,
UC00000261,West,Mumbai,plumbing_electrical,330,469.83,17916.84,0.4486,0.1475,True,0.9873,40.12,5,0.6574,0.6811,True,True,7,2024-07-01
UC00000262,North,Delhi NCR,appliance_repair,351,697.57,13344.23,0.185,0.1736,True,0.9352,20.44,2,0.4435,0.253,False,True,7,2024-07-01
UC00000263,West,Mumbai,home_cleaning,128,932.17,54625.31,0.2894,0.194,True,0.9296,67.38,5,0.905,0.9043,True,True,6,2024-06-01
UC00000264,West,Mumbai,beauty_wellness,290,1140.89,37026.16,0.3021,0.2566,True,0.9251,40.91,4,0.8376,0.6862,False,True,4,2024-04-01
UC00000265,North,Delhi NCR,salon_spa_premium,601,1850.66,67735.07,0.4938,0.2617,True,0.9638,38.8,4,0.7562,0.5338,True,False,0,
UC00000266,West,Surat,home_cleaning,1052,1432.25,55521.52,0.7353,0.2183,True,0.9822,35.46,3,0.7062,0.3301,False,True,3,2024-03-01
UC00000267,West,Pune,plumbing_electrical,1070,618.08,21597.12,0.3994,0.1539,True,0.96,32.05,3,0.5667,0.3209,False,False,0,
UC00000268,South,Kochi,beauty_wellness,586,1221.2,44642.54,0.4195,0.2311,True,0.9641,43.0,2,0.5246,0.3907,False,True,3,2024-03-01
UC00000269,South,Bengaluru,appliance_repair,208,705.03,26026.63,0.5043,0.1939,True,0.9607,41.36,4,0.5528,0.4895,True,False,0,
UC00000270,South,Chennai,salon_spa_premium,377,1381.55,74365.74,0.4475,0.2772,True,0.9831,50.06,4,0.7562,0.5456,True,False,0,
UC00000271,South,Hyderabad,plumbing_electrical,605,422.35,10335.27,0.3828,0.1959,True,0.9734,25.86,4,0.7484,0.4201,True,True,7,2024-07-01
UC00000272,West,Ahmedabad,salon_spa_premium,1636,1436.59,46931.1,0.5467,0.2592,True,0.9389,32.44,2,0.524,0.4997,False,True,2,2024-02-01
UC00000273,North,Delhi NCR,home_cleaning,443,1276.69,50781.85,0.5158,0.2378,True,0.9419,42.79,5,0.7281,0.5792,True,False,0,
UC00000274,North,Jaipur,beauty_wellness,251,1028.38,8482.92,0.3922,0.236,True,0.9394,9.58,2,0.4582,0.3198,False,True,7,2024-07-01
UC00000275,South,Hyderabad,appliance_repair,820,772.17,31194.69,0.3893,0.1571,False,0.9242,48.16,4,0.7333,0.8442,True,False,0,
UC00000276,West,Mumbai,plumbing_electrical,681,778.53,21853.82,0.4728,0.1605,True,0.989,33.18,5,0.6823,0.6342,True,False,0,
UC00000277,South,Chennai,beauty_wellness,684,1175.84,28566.27,0.5687,0.2644,True,0.9311,26.12,4,0.6423,0.4458,True,False,0,
UC00000278,South,Bengaluru,beauty_wellness,893,1000.81,24410.73,0.4026,0.2487,True,0.9592,23.74,3,0.5645,0.4256,False,True,2,2024-02-01
UC00000279,North,Delhi NCR,home_cleaning,2200,1328.2,66378.5,0.6339,0.2699,True,0.962,49.92,3,0.5041,0.4893,True,True,3,2024-03-01
UC00000280,West,Mumbai,beauty_wellness,605,1292.06,50587.8,0.3144,0.2533,False,0.9137,39.92,2,0.5728,0.5245,False,False,0,
UC00000281,West,Pune,plumbing_electrical,705,565.68,11561.82,0.4993,0.1884,True,0.9201,23.01,5,0.622,0.6597,True,False,0,
UC00000282,South,Bengaluru,salon_spa_premium,620,1423.52,85668.3,0.5311,0.2744,True,0.9224,63.89,5,0.9372,0.5516,True,False,0,
UC00000283,South,Hyderabad,plumbing_electrical,74,1081.61,45526.3,0.3891,0.2022,True,0.9706,51.61,3,0.6685,0.5086,False,False,0,
UC00000284,North,Chandigarh,beauty_wellness,1093,1159.8,60199.24,0.6637,0.2536,True,0.9627,53.31,2,0.5106,0.4017,False,True,2,2024-02-01
UC00000285,South,Kochi,salon_spa_premium,972,1334.82,74461.65,0.548,0.2651,True,0.9352,51.67,5,0.6568,0.6211,True,False,0,
UC00000286,South,Kochi,plumbing_electrical,466,790.15,18683.62,0.405,0.1692,True,0.9058,26.34,2,0.3674,0.2938,False,False,0,
UC00000287,South,Bengaluru,appliance_repair,578,751.97,34195.54,0.3965,0.18,True,0.9353,48.06,5,0.8951,0.6096,True,True,4,2024-04-01
UC00000288,North,Lucknow,beauty_wellness,358,994.92,27439.09,0.5606,0.1765,False,0.9197,30.0,1,0.5014,0.3943,False,False,0,
UC00000289,North,Lucknow,appliance_repair,343,668.2,35339.48,0.4632,0.1935,True,0.99,53.2,5,0.905,0.6018,True,False,0,
UC00000290,South,Kochi,home_cleaning,475,2119.33,87488.06,0.4654,0.2209,True,0.9564,39.86,5,0.7094,0.5725,True,False,0,
UC00000291,North,Delhi NCR,appliance_repair,2200,871.03,13688.5,0.5311,0.1889,True,1.0,19.02,5,0.8164,0.7456,True,False,0,
UC00000292,West,Surat,beauty_wellness,692,1084.87,35633.86,0.4319,0.189,True,0.9649,29.94,3,0.6356,0.4624,False,False,0,
UC00000293,South,Kochi,appliance_repair,668,608.94,22210.06,0.3515,0.1812,True,0.9633,35.84,3,0.5789,0.4402,False,False,0,
UC00000294,North,Delhi NCR,appliance_repair,56,944.15,32169.72,0.4598,0.1611,True,0.899,32.69,4,0.5623,0.6684,False,True,8,2024-08-01
UC00000295,West,Ahmedabad,plumbing_electrical,158,756.26,26310.56,0.4698,0.1705,True,0.9632,41.83,4,0.7462,0.3482,True,False,0,
UC00000296,West,Pune,appliance_repair,185,863.86,26304.93,0.2739,0.1988,True,0.9867,29.73,4,0.5965,0.6633,False,False,0,
UC00000297,South,Hyderabad,salon_spa_premium,105,1648.64,66007.58,0.3752,0.2383,True,0.988,45.21,4,0.7642,0.5932,False,False,0,
UC00000298,West,Ahmedabad,plumbing_electrical,214,730.72,14567.08,0.2544,0.1787,True,0.9786,19.71,5,0.6951,0.5689,True,False,0,
UC00000299,North,Chandigarh,appliance_repair,222,396.77,14520.54,0.4148,0.1731,True,0.937,35.0,5,0.6476,0.6705,True,True,8,2024-08-01
UC00000300,South,Chennai,beauty_wellness,698,906.98,31502.12,0.4788,0.2495,True,0.9759,34.31,4,0.8991,0.5655,False,True,2,2024-02-01
UC00000301,South,Bengaluru,home_cleaning,253,1209.93,65645.7,0.3403,0.2328,True,0.9612,55.7,4,0.6338,0.5888,False,False,0,
UC00000302,West,Surat,appliance_repair,495,1205.69,24813.27,0.403,0.244,True,0.919,22.74,2,0.5322,0.3479,False,True,5,2024-05-01
UC00000303,East,Patna,appliance_repair,328,1077.98,18715.78,0.3463,0.24,True,0.9455,19.62,2,0.4811,0.3229,False,False,0,
UC00000304,North,Jaipur,home_cleaning,506,1708.92,63195.63,0.2623,0.1936,True,0.9252,33.18,3,0.5965,0.5027,False,False,0,
UC00000305,North,Lucknow,beauty_wellness,1123,1116.73,54981.68,0.504,0.2492,True,0.9841,56.77,3,0.7058,0.441,False,False,0,
UC00000306,West,Pune,plumbing_electrical,687,250.0,13599.24,0.3744,0.2049,True,0.9959,49.27,4,0.6141,0.5537,False,False,0,
UC00000307,West,Pune,plumbing_electrical,169,644.79,25197.25,0.4306,0.1743,True,0.9747,43.81,4,0.7452,0.175,True,False,0,
UC00000308,South,Kochi,beauty_wellness,442,1121.62,49310.61,0.4654,0.2175,True,0.9746,39.81,5,0.5822,0.5754,True,True,2,2024-02-01
UC00000309,West,Pune,appliance_repair,647,1165.34,17270.52,0.4339,0.2212,True,0.9682,16.31,4,0.7641,0.5411,True,True,7,2024-07-01
UC00000310,North,Lucknow,salon_spa_premium,593,2418.37,103731.78,0.4405,0.2739,True,0.9284,44.25,4,0.6777,0.4077,True,True,3,2024-03-01
UC00000311,South,Bengaluru,appliance_repair,348,734.33,35608.62,0.3184,0.2683,True,0.9747,53.05,2,0.5414,0.456,False,False,0,
UC00000312,North,Lucknow,beauty_wellness,785,812.33,13519.56,0.3776,0.2106,True,0.9397,14.56,2,0.4581,0.0681,False,False,0,
UC00000313,West,Surat,beauty_wellness,830,1040.27,26259.48,0.3957,0.2443,True,0.9413,24.93,3,0.4995,0.5853,False,False,0,
UC00000314,West,Mumbai,home_cleaning,499,1147.62,17439.53,0.4921,0.2026,False,0.9906,17.33,3,0.7714,0.7286,False,False,0,
UC00000315,West,Ahmedabad,beauty_wellness,342,1084.85,46811.67,0.4562,0.26,True,0.9366,37.1,3,0.4878,0.6303,False,False,0,
UC00000316,North,Delhi NCR,home_cleaning,164,1387.6,37897.94,0.4275,0.2266,True,0.9554,29.05,5,0.7088,0.5705,True,True,8,2024-08-01
UC00000317,North,Jaipur,appliance_repair,331,906.36,41179.97,0.459,0.1913,True,0.9861,44.66,4,0.7354,0.5986,False,False,0,
UC00000318,North,Lucknow,plumbing_electrical,824,751.73,23902.06,0.3809,0.1787,True,0.9304,37.45,5,0.6756,0.6808,True,False,0,
UC00000319,North,Lucknow,beauty_wellness,385,534.64,14167.14,0.3447,0.2625,True,0.953,30.81,4,0.6249,0.468,True,True,5,2024-05-01
UC00000320,East,Kolkata,plumbing_electrical,770,510.88,7513.9,0.4906,0.1926,True,0.9845,16.41,4,0.926,0.5822,False,False,0,
UC00000321,North,Lucknow,home_cleaning,2184,1964.04,89325.47,0.5237,0.2465,True,1.0,52.28,4,0.9044,0.7402,False,False,0,
UC00000322,North,Jaipur,beauty_wellness,753,749.62,28465.98,0.4288,0.2707,True,0.9244,34.99,4,0.6942,0.5582,False,False,0,
UC00000323,South,Bengaluru,plumbing_electrical,102,831.95,31806.82,0.3033,0.1888,True,0.9599,35.35,4,0.7723,0.4989,True,True,7,2024-07-01
UC00000324,North,Chandigarh,home_cleaning,338,2082.63,53802.97,0.411,0.2217,True,0.8971,28.45,4,0.6414,0.5007,True,True,7,2024-07-01
UC00000325,South,Chennai,beauty_wellness,149,895.37,46058.62,0.4724,0.2237,True,0.9246,52.9,5,0.6982,0.6757,True,False,0,
UC00000326,North,Chandigarh,beauty_wellness,116,586.62,14524.17,0.4332,0.2447,True,0.9721,22.45,3,0.4176,0.257,True,True,8,2024-08-01
UC00000327,West,Mumbai,appliance_repair,483,807.75,47482.83,0.4102,0.2303,True,0.9158,58.49,3,0.6273,0.4429,False,True,5,2024-05-01
UC00000328,West,Mumbai,home_cleaning,241,1162.18,31172.58,0.4163,0.1903,True,0.9419,30.66,3,0.5222,0.3031,True,True,7,2024-07-01
UC00000329,West,Pune,appliance_repair,196,907.12,21242.28,0.4459,0.1913,True,0.9782,30.4,5,0.9692,0.6253,True,True,8,2024-08-01
UC00000330,North,Lucknow,beauty_wellness,245,1191.37,56634.01,0.3627,0.1879,True,0.987,49.71,3,0.6391,0.5218,False,False,0,
UC00000331,West,Pune,beauty_wellness,444,1165.11,46527.41,0.549,0.2426,True,0.9501,40.4,5,0.7411,0.5894,True,True,2,2024-02-01
UC00000332,West,Pune,beauty_wellness,144,1325.08,58391.54,0.5017,0.2571,True,0.9483,42.43,5,1.0,0.7216,True,False,0,
UC00000333,West,Ahmedabad,beauty_wellness,224,930.03,33375.65,0.3888,0.2872,True,0.9856,32.75,4,0.6931,0.5201,True,True,5,2024-05-01
UC00000334,West,Pune,salon_spa_premium,951,1730.43,19979.91,0.3953,0.2434,True,0.9621,11.37,4,0.7593,0.5307,True,True,3,2024-03-01
UC00000335,West,Surat,beauty_wellness,596,724.89,38333.35,0.4016,0.2245,True,0.9728,47.65,4,0.7265,0.692,False,True,3,2024-03-01
UC00000336,North,Lucknow,plumbing_electrical,140,770.19,32118.52,0.4783,0.141,True,0.9812,37.88,3,0.5715,0.3829,False,False,0,
UC00000337,South,Bengaluru,appliance_repair,237,787.11,21400.28,0.4298,0.1602,True,0.9793,28.38,4,0.7911,0.47,True,False,0,
UC00000338,North,Jaipur,salon_spa_premium,475,1540.69,41238.66,0.3137,0.2821,True,0.9491,25.57,3,0.7905,0.5314,False,False,0,
UC00000339,West,Surat,beauty_wellness,803,1317.23,49348.37,0.464,0.2653,True,0.9309,46.04,3,0.7605,0.4898,False,True,3,2024-03-01
UC00000340,North,Delhi NCR,appliance_repair,93,1138.2,54337.03,0.39,0.2255,True,0.9593,46.82,5,0.7424,0.6702,True,True,8,2024-08-01
UC00000341,West,Pune,appliance_repair,499,629.83,30632.57,0.4136,0.1926,True,0.9807,42.03,2,0.4066,0.5148,False,False,0,
UC00000342,South,Kochi,salon_spa_premium,389,1714.84,61835.54,0.508,0.2429,True,0.9719,39.4,4,0.5657,0.486,True,True,3,2024-03-01
UC00000343,North,Delhi NCR,home_cleaning,141,1547.49,60665.59,0.3955,0.2327,True,0.9365,43.23,5,0.8826,0.8816,True,True,8,2024-08-01
UC00000344,North,Jaipur,home_cleaning,431,1188.71,57992.19,0.4019,0.2352,True,0.9963,45.18,4,0.6071,0.496,True,False,0,
UC00000345,West,Pune,beauty_wellness,277,1089.39,21301.06,0.4025,0.2272,True,0.9619,19.79,5,0.7944,0.7361,True,False,0,
UC00000346,South,Chennai,salon_spa_premium,151,1577.15,64733.92,0.3386,0.2717,True,0.905,36.63,2,0.2805,0.2756,False,True,3,2024-03-01
UC00000347,East,Bhubaneswar,salon_spa_premium,476,2318.35,84340.55,0.5683,0.2765,True,0.9014,33.87,4,0.5752,0.542,True,False,0,
UC00000348,West,Mumbai,beauty_wellness,536,889.31,11278.81,0.5412,0.2958,True,1.0,14.05,3,0.7336,0.5051,False,False,0,
UC00000349,North,Delhi NCR,appliance_repair,100,709.5,24877.79,0.6907,0.1731,True,0.9355,36.32,4,0.8668,0.5949,False,False,0,
UC00000350,West,Mumbai,salon_spa_premium,689,2056.05,81177.43,0.3966,0.2545,True,0.915,36.26,3,0.6496,0.4145,False,False,0,
UC00000351,South,Chennai,beauty_wellness,356,1137.34,51272.7,0.3759,0.2534,True,0.97,43.41,4,0.6002,0.6315,False,False,0,
UC00000352,North,Lucknow,plumbing_electrical,617,769.69,28366.35,0.4853,0.1722,False,0.9173,33.15,1,0.3194,0.3096,False,False,0,
UC00000353,South,Bengaluru,beauty_wellness,271,1245.24,36329.79,0.4923,0.2664,True,0.9431,29.73,5,1.0,0.7901,True,True,3,2024-03-01
UC00000354,North,Lucknow,beauty_wellness,1150,761.2,27333.91,0.359,0.246,True,0.9346,42.21,4,0.7701,0.6637,False,True,3,2024-03-01
UC00000355,West,Surat,home_cleaning,764,1729.2,86024.14,0.5239,0.2035,True,1.0,48.53,3,0.6828,0.489,False,False,0,
UC00000356,West,Mumbai,beauty_wellness,843,1137.25,24491.25,0.5664,0.2843,True,0.958,24.42,5,0.6173,0.5606,True,True,3,2024-03-01
UC00000357,West,Ahmedabad,beauty_wellness,711,873.73,25351.17,0.5782,0.2778,True,0.9752,26.44,3,0.6943,0.5106,False,False,0,
UC00000358,South,Bengaluru,salon_spa_premium,419,2107.56,97625.22,0.2334,0.2663,True,0.9521,42.17,2,0.463,0.3507,False,False,0,
UC00000359,West,Ahmedabad,beauty_wellness,671,1139.15,39940.78,0.6233,0.2676,True,0.9883,41.47,5,0.8016,0.7013,True,False,0,
UC00000360,South,Bengaluru,appliance_repair,71,709.67,13655.98,0.4383,0.1993,True,0.9543,22.49,4,0.7733,0.6705,False,True,7,2024-07-01
UC00000361,North,Delhi NCR,home_cleaning,456,1407.17,39517.94,0.623,0.2119,True,0.9651,32.18,4,1.0,0.6068,False,False,0,
UC00000362,East,Kolkata,beauty_wellness,453,1067.43,49479.64,0.3987,0.2337,True,0.9701,47.66,3,0.8255,0.5141,False,False,0,
