transaction_id,merchant_id,timestamp,amount,customer_rating,payment_method,cancellation_flag,tip_amount,treatment_active,settlement_delay,service_completion_rate
TXN0000003097,UC00000003,2026-01-24T08:52:00,1934.21,3.69,UPI,False,0.0,False,0.728,0.9602
TXN0000003098,UC00000003,2026-01-06T18:37:00,1611.13,3.84,UPI,False,0.0,False,1.512,0.9748
TXN0000003099,UC00000003,2026-01-11T15:40:00,3064.79,3.96,UPI,True,0.0,False,1.625,0.9668
TXN0000003100,UC00000003,2026-01-06T13:38:00,2384.5,3.94,UPI,False,0.0,False,0.681,0.9617
TXN0000003101,UC00000003,2026-01-22T19:34:00,1631.57,4.96,UPI,False,15.76,False,1.929,0.9563
TXN0000003102,UC00000003,2026-01-30T17:10:00,2348.28,3.59,wallet,False,0.0,False,0.975,0.959
TXN0000003103,UC00000003,2026-01-01T15:51:00,2519.39,4.25,UPI,False,0.0,False,1.938,0.962
TXN0000003104,UC00000003,2026-01-07T19:00:00,2319.74,4.13,UPI,False,0.0,False,1.358,0.9651
TXN0000003105,UC00000003,2026-01-07T20:05:00,1900.64,4.41,UPI,False,0.0,False,1.289,0.9649
TXN0000003106,UC00000003,2026-01-13T14:13:00,2294.0,4.01,UPI,False,0.0,False,1.414,0.9505
TXN0000003107,UC00000003,2026-01-24T19:23:00,1752.0,4.79,UPI,False,55.62,False,0.934,0.9554
TXN0000003108,UC00000003,2026-01-02T10:37:00,1918.01,4.62,UPI,False,0.0,False,1.481,0.9697
TXN0000003109,UC00000003,2026-01-28T18:10:00,1636.8,3.56,UPI,False,0.0,False,2.434,0.947
TXN0000003110,UC00000003,2026-01-16T11:01:00,3469.38,4.2,card,False,0.0,False,1.555,0.9444
TXN0000003111,UC00000003,2026-01-30T12:22:00,1909.81,3.96,UPI,False,0.0,False,1.894,0.9733
TXN0000003112,UC00000003,2026-01-23T19:08:00,2099.34,5.0,UPI,False,0.0,False,2.276,0.9481
TXN0000003113,UC00000003,2026-01-29T19:50:00,1835.45,3.9,UPI,False,0.0,False,2.059,0.9568
TXN0000003114,UC00000003,2026-01-24T07:14:00,1970.94,3.98,card,False,0.0,False,1.643,0.9149
TXN0000003115,UC00000003,2026-01-27T13:47:00,2453.54,4.46,UPI,False,143.66,False,0.742,0.93
TXN0000003116,UC00000003,2026-01-14T16:14:00,1979.65,5.0,UPI,False,0.0,False,2.24,0.9417
TXN0000003117,UC00000003,2026-01-26T14:45:00,2406.37,3.74,cash,False,0.0,False,1.12,0.9531
TXN0000003118,UC00000003,2026-02-02T12:53:00,2551.09,3.77,wallet,False,0.0,False,0.63,0.9241
TXN0000003119,UC00000003,2026-02-09T20:30:00,2394.77,4.72,UPI,False,0.0,False,2.189,0.9522
TXN0000003120,UC00000003,2026-02-14T17:12:00,1882.84,3.61,UPI,False,0.0,False,1.094,0.919
TXN0000003121,UC00000003,2026-02-12T13:51:00,2125.66,3.85,UPI,False,0.0,False,1.397,0.9694
TXN0000003122,UC00000003,2026-02-26T11:32:00,1666.18,4.51,UPI,False,0.0,False,1.639,0.9851
TXN0000003123,UC00000003,2026-02-17T14:37:00,3550.07,4.37,UPI,False,0.0,False,0.748,0.9646
TXN0000003124,UC00000003,2026-02-20T10:36:00,1677.67,4.17,UPI,False,0.0,False,1.272,0.9746
TXN0000003125,UC00000003,2026-02-24T19:06:00,1940.67,5.0,UPI,False,56.09,False,1.414,0.9679
TXN0000003126,UC00000003,2026-02-19T10:49:00,2448.91,4.24,UPI,False,0.0,False,0.772,0.9897
TXN0000003127,UC00000003,2026-02-13T07:43:00,3158.97,4.45,UPI,False,62.27,False,1.939,0.9597
TXN0000003128,UC00000003,2026-02-18T12:12:00,1815.32,5.0,UPI,False,0.0,False,1.64,0.9701
TXN0000003129,UC00000003,2026-02-11T07:29:00,1901.55,5.0,UPI,False,0.0,False,1.393,0.9622
TXN0000003130,UC00000003,2026-02-23T16:53:00,2130.5,4.56,wallet,False,0.0,False,2.249,0.9543
TXN0000003131,UC00000003,2026-02-19T15:32:00,2225.31,4.43,UPI,False,0.0,False,2.284,0.95
TXN0000003132,UC00000003,2026-02-24T11:10:00,1604.64,4.04,card,True,0.0,False,1.928,0.9322
TXN0000003133,UC00000003,2026-02-15T17:27:00,1783.24,3.86,UPI,False,21.59,False,1.101,0.9538
TXN0000003134,UC00000003,2026-02-06T12:41:00,2267.58,4.62,UPI,False,85.09,False,2.409,0.9518
TXN0000003135,UC00000003,2026-02-13T07:34:00,1643.69,4.33,UPI,False,0.0,False,1.84,0.9596
TXN0000003136,UC00000003,2026-02-09T15:15:00,2896.03,4.2,UPI,False,0.0,False,1.097,0.96
TXN0000003137,UC00000003,2026-02-18T18:05:00,2375.81,4.39,UPI,False,27.66,False,1.054,0.9484
TXN0000003138,UC00000003,2026-02-09T08:09:00,1887.64,4.27,UPI,False,0.0,False,1.904,0.9314
TXN0000003139,UC00000003,2026-02-28T10:13:00,2394.19,3.76,UPI,False,0.0,False,1.4,0.9641
TXN0000003140,UC00000003,2026-02-16T07:20:00,3147.21,5.0,wallet,False,0.0,False,1.035,0.9474
TXN0000003141,UC00000003,2026-02-13T14:32:00,1796.09,4.11,UPI,False,0.0,False,1.186,0.9771
TXN0000003142,UC00000003,2026-02-21T20:33:00,1466.92,3.71,UPI,False,93.12,False,0.832,0.9557
TXN0000003143,UC00000003,2026-02-24T13:16:00,2350.88,4.56,UPI,True,0.0,False,1.253,0.9698
TXN0000003144,UC00000003,2026-02-16T08:31:00,2285.77,3.92,UPI,False,104.0,False,1.127,0.9648
TXN0000003145,UC00000003,2026-02-11T19:05:00,1269.25,4.14,UPI,False,0.0,False,1.536,0.9282
TXN0000003146,UC00000003,2026-02-28T10:45:00,2390.24,3.99,wallet,False,0.0,False,1.692,0.9464
TXN0000003147,UC00000003,2026-02-15T11:25:00,1520.73,4.39,UPI,False,0.0,False,1.817,0.9519
TXN0000003148,UC00000003,2026-02-10T16:47:00,2398.1,4.52,UPI,False,0.0,False,2.406,0.948
TXN0000003149,UC00000003,2026-02-11T11:53:00,2378.32,4.05,UPI,False,0.0,False,1.27,0.9785
TXN0000003150,UC00000003,2026-02-25T07:49:00,2243.21,4.39,UPI,False,0.0,False,1.145,0.9518
TXN0000003151,UC00000003,2026-02-05T13:47:00,2019.22,5.0,wallet,False,0.0,False,2.026,0.9607
TXN0000003152,UC00000003,2026-02-11T17:02:00,1416.74,4.48,wallet,False,129.44,False,0.872,0.9472
TXN0000003153,UC00000003,2026-02-11T18:11:00,2650.75,4.52,UPI,False,0.0,False,1.139,0.9587
TXN0000003154,UC00000003,2026-02-15T07:02:00,1960.06,4.67,UPI,False,0.0,False,2.131,0.9678
TXN0000003155,UC00000003,2026-02-25T12:14:00,1729.54,3.32,card,False,42.51,False,0.59,0.9691
TXN0000003156,UC00000003,2026-03-04T11:17:00,1772.76,4.8,UPI,False,0.0,False,1.92,0.9535
TXN0000003157,UC00000003,2026-03-13T12:27:00,2272.75,3.63,wallet,False,0.0,False,1.0,0.969
TXN0000003158,UC00000003,2026-03-06T19:55:00,2046.87,4.11,card,False,15.91,False,2.31,0.9744
TXN0000003159,UC00000003,2026-03-19T17:52:00,1493.72,4.37,UPI,False,0.0,False,1.623,0.9747
TXN0000003160,UC00000003,2026-03-09T14:27:00,2381.38,4.25,UPI,False,192.92,False,2.126,0.94
TXN0000003161,UC00000003,2026-03-30T20:00:00,2846.81,3.97,UPI,False,0.0,False,1.736,0.9672
TXN0000003162,UC00000003,2026-03-09T16:36:00,2131.68,4.51,UPI,False,0.0,False,1.424,0.9404
TXN0000003163,UC00000003,2026-03-05T12:27:00,1246.29,4.04,UPI,False,112.17,False,1.695,0.9573
TXN0000003164,UC00000003,2026-03-15T16:29:00,2616.3,4.82,UPI,False,0.0,False,1.434,0.9676
TXN0000003165,UC00000003,2026-03-21T16:03:00,2342.34,4.87,cash,False,54.52,False,1.22,0.9566
TXN0000003166,UC00000003,2026-03-20T07:22:00,1263.19,4.72,UPI,False,72.9,False,2.104,0.9656
TXN0000003167,UC00000003,2026-03-28T19:33:00,1947.61,4.66,card,False,36.16,False,0.77,0.9456
TXN0000003168,UC00000003,2026-03-25T11:02:00,2343.99,4.26,card,False,0.0,False,1.9,0.9581
TXN0000003169,UC00000003,2026-03-29T10:08:00,1875.95,4.53,UPI,False,31.26,False,1.296,0.9674
TXN0000003170,UC00000003,2026-03-02T20:09:00,2048.04,4.34,wallet,False,0.0,False,1.052,0.9746
TXN0000003171,UC00000003,2026-03-12T14:29:00,2552.39,4.66,UPI,False,0.0,False,1.446,0.9512
TXN0000003172,UC00000003,2026-03-14T19:07:00,1825.34,4.24,UPI,False,0.0,False,1.197,0.9634
TXN0000003173,UC00000003,2026-03-03T13:13:00,1476.76,4.25,UPI,False,47.96,False,1.231,0.9462
TXN0000003174,UC00000003,2026-03-16T18:14:00,2052.95,4.53,UPI,False,0.0,False,0.825,0.9442
TXN0000003175,UC00000003,2026-03-23T07:55:00,2483.98,3.98,UPI,False,74.16,False,1.081,0.9551
TXN0000003176,UC00000003,2026-03-14T11:54:00,2818.91,4.38,UPI,False,0.0,False,0.639,0.9506
TXN0000003177,UC00000003,2026-03-19T15:44:00,2365.14,3.97,UPI,False,0.0,False,0.687,0.9732
TXN0000003178,UC00000003,2026-03-04T09:11:00,3760.56,4.24,UPI,False,26.04,False,1.092,0.9583
TXN0000003179,UC00000003,2026-03-06T07:20:00,1280.44,4.74,wallet,False,0.0,False,0.963,0.9612
TXN0000003180,UC00000003,2026-03-02T13:28:00,1576.42,3.93,UPI,False,0.0,False,2.063,0.9577
TXN0000003181,UC00000003,2026-03-24T16:02:00,1941.55,3.68,UPI,False,26.74,False,1.139,0.9591
TXN0000003182,UC00000003,2026-03-12T15:04:00,1519.4,4.28,wallet,False,0.0,False,0.862,0.9464
TXN0000003183,UC00000003,2026-03-21T08:47:00,2143.43,4.58,UPI,False,0.0,False,1.476,0.9659
TXN0000003184,UC00000003,2026-03-29T19:16:00,2498.83,4.2,card,False,0.0,False,1.751,0.9354
TXN0000003185,UC00000003,2026-03-22T10:58:00,2807.39,4.26,UPI,False,114.88,False,0.659,0.9555
TXN0000003186,UC00000003,2026-03-10T13:36:00,1969.54,4.34,UPI,False,0.0,False,2.332,0.9591
TXN0000003187,UC00000003,2026-03-27T11:49:00,1886.95,4.21,UPI,False,240.57,False,2.258,0.9754
TXN0000003188,UC00000003,2026-03-27T11:44:00,2320.86,4.24,UPI,True,0.0,False,1.461,0.9484
TXN0000003189,UC00000003,2026-03-01T14:18:00,1461.43,4.87,wallet,False,59.38,False,0.809,0.9501
TXN0000003190,UC00000003,2026-03-18T09:37:00,3049.75,3.7,card,False,0.0,False,1.856,0.9617
TXN0000003191,UC00000003,2026-03-05T09:35:00,1937.95,4.31,wallet,False,0.0,False,0.602,0.9506
TXN0000003192,UC00000003,2026-03-12T11:23:00,2087.68,4.6,UPI,True,0.0,False,1.832,0.9675
TXN0000003193,UC00000003,2026-04-04T13:11:00,2054.89,3.92,UPI,False,0.0,False,0.787,0.9455
TXN0000003194,UC00000003,2026-04-16T14:36:00,1895.12,3.87,UPI,False,0.0,False,1.689,0.9472
TXN0000003195,UC00000003,2026-04-25T07:11:00,2522.76,4.18,UPI,False,0.0,False,0.992,0.9239
TXN0000003196,UC00000003,2026-04-24T07:48:00,1385.63,3.77,wallet,False,0.0,False,1.134,0.9549
TXN0000003197,UC00000003,2026-04-25T08:41:00,2366.44,4.58,UPI,False,0.0,False,0.659,0.955
TXN0000003198,UC00000003,2026-04-14T10:53:00,2574.96,3.85,UPI,False,0.0,False,1.514,0.961
TXN0000003199,UC00000003,2026-04-09T19:44:00,1506.95,3.64,UPI,False,0.0,False,1.445,0.964
TXN0000003200,UC00000003,2026-04-04T11:53:00,2570.63,4.45,UPI,False,0.0,False,1.831,0.9589
TXN0000003201,UC00000003,2026-04-18T17:46:00,2077.82,4.29,card,False,0.0,False,0.995,0.9606
TXN0000003202,UC00000003,2026-04-12T16:59:00,1958.55,4.25,UPI,False,32.86,False,1.551,0.9639
TXN0000003203,UC00000003,2026-04-08T10:09:00,1525.7,3.95,UPI,False,86.12,False,2.245,0.9534
TXN0000003204,UC00000003,2026-04-13T14:44:00,1378.51,3.97,UPI,False,0.0,False,0.743,0.9449
TXN0000003205,UC00000003,2026-04-14T12:30:00,2484.55,4.37,UPI,False,0.0,False,1.251,0.987
TXN0000003206,UC00000003,2026-04-01T20:44:00,1551.39,4.45,netbanking,False,0.0,False,0.809,0.9628
TXN0000003207,UC00000003,2026-04-09T17:03:00,2237.94,4.51,UPI,False,0.0,False,1.986,0.9474
TXN0000003208,UC00000003,2026-04-25T16:14:00,2129.2,4.33,UPI,False,60.99,False,1.459,0.9432
TXN0000003209,UC00000003,2026-04-15T19:00:00,1875.1,4.16,netbanking,True,0.0,False,2.17,0.9521
TXN0000003210,UC00000003,2026-04-30T15:25:00,1677.36,4.57,wallet,False,0.0,False,1.731,0.945
TXN0000003211,UC00000003,2026-04-12T19:18:00,1693.88,3.87,UPI,False,0.0,False,1.561,0.9656
TXN0000003212,UC00000003,2026-04-04T09:09:00,1808.92,4.03,card,False,0.0,False,2.319,0.9525
TXN0000003213,UC00000003,2026-04-10T14:27:00,1800.9,4.28,UPI,False,0.0,False,1.64,0.9803
TXN0000003214,UC00000003,2026-04-05T13:10:00,1947.58,4.32,UPI,False,0.0,False,0.857,0.9517
TXN0000003215,UC00000003,2026-04-28T14:37:00,2054.65,4.13,UPI,False,0.0,False,2.204,0.9366
TXN0000003216,UC00000003,2026-04-25T15:50:00,1985.72,4.96,UPI,False,0.0,False,1.899,0.9532
TXN0000003217,UC00000003,2026-04-02T07:46:00,2574.54,4.52,UPI,False,0.0,False,1.724,0.9565
TXN0000003218,UC00000003,2026-04-09T18:15:00,1727.91,4.62,UPI,False,0.0,False,2.359,0.9439
TXN0000003219,UC00000003,2026-04-15T11:56:00,1007.66,4.62,netbanking,False,0.0,False,1.492,0.963
TXN0000003220,UC00000003,2026-04-20T15:39:00,1729.25,4.49,UPI,True,0.0,False,1.413,0.9668
TXN0000003221,UC00000003,2026-04-26T08:23:00,1605.6,3.79,UPI,False,0.0,False,1.168,0.9475
TXN0000003222,UC00000003,2026-04-02T16:37:00,3286.68,4.41,wallet,False,82.06,False,1.011,0.947
TXN0000003223,UC00000003,2026-04-23T07:35:00,2330.34,4.11,UPI,False,0.0,False,1.769,0.9431
TXN0000003224,UC00000003,2026-04-09T15:45:00,2144.21,4.34,UPI,False,0.0,False,2.299,0.9606
TXN0000003225,UC00000003,2026-04-16T18:30:00,2280.31,4.28,UPI,False,0.0,False,1.233,0.9537
TXN0000003226,UC00000003,2026-04-22T18:08:00,1863.28,4.34,UPI,False,0.0,False,0.702,0.9732
TXN0000003227,UC00000003,2026-04-07T08:44:00,2511.29,3.67,UPI,False,0.0,False,1.428,0.9534
TXN0000003228,UC00000003,2026-04-23T20:31:00,2625.4,4.46,UPI,True,0.0,False,2.137,0.9947
TXN0000003229,UC00000003,2026-04-10T07:35:00,2403.51,4.41,UPI,False,0.0,False,2.148,0.9736
TXN0000003230,UC00000003,2026-05-19T17:53:00,2092.78,5.0,UPI,False,0.0,False,1.053,0.9544
TXN0000003231,UC00000003,2026-05-19T18:53:00,1645.12,4.22,UPI,False,0.0,False,1.742,0.9515
TXN0000003232,UC00000003,2026-05-15T20:32:00,1840.08,3.99,UPI,False,0.0,False,1.752,0.9489
TXN0000003233,UC00000003,2026-05-09T11:35:00,1899.84,4.2,UPI,False,0.0,False,2.305,0.9627
TXN0000003234,UC00000003,2026-05-25T15:32:00,1885.84,4.19,UPI,False,0.0,False,1.777,0.9631
TXN0000003235,UC00000003,2026-05-05T07:45:00,1819.87,3.48,UPI,False,71.43,False,1.637,0.9505
TXN0000003236,UC00000003,2026-05-29T20:01:00,2741.11,4.48,cash,False,0.0,False,0.711,0.9414
TXN0000003237,UC00000003,2026-05-17T11:28:00,1613.15,4.14,UPI,False,0.0,False,2.051,0.9677
TXN0000003238,UC00000003,2026-05-29T19:03:00,3819.28,4.5,UPI,True,0.0,False,1.618,0.9695
TXN0000003239,UC00000003,2026-05-12T15:56:00,2560.79,4.32,UPI,False,0.0,False,1.043,0.9388
TXN0000003240,UC00000003,2026-05-29T16:29:00,2820.51,4.49,UPI,False,0.0,False,1.148,0.9445
TXN0000003241,UC00000003,2026-05-13T16:00:00,2129.15,4.54,UPI,False,0.0,False,0.781,0.9381
TXN0000003242,UC00000003,2026-05-11T14:55:00,1778.41,4.67,UPI,False,0.0,False,1.928,0.965
TXN0000003243,UC00000003,2026-05-18T08:05:00,2271.7,4.64,UPI,False,0.0,False,2.012,0.9598
TXN0000003244,UC00000003,2026-05-16T11:21:00,2326.21,3.85,UPI,False,0.0,False,1.911,0.9461
TXN0000003245,UC00000003,2026-05-03T13:11:00,2091.28,3.86,UPI,False,0.0,False,1.422,0.931
TXN0000003246,UC00000003,2026-05-31T13:56:00,2821.71,4.4,card,False,0.0,False,1.684,0.9691
TXN0000003247,UC00000003,2026-05-31T12:23:00,2246.67,3.82,UPI,False,0.0,False,1.314,0.9624
TXN0000003248,UC00000003,2026-05-08T20:50:00,2504.69,4.58,UPI,False,0.0,False,1.458,0.9578
TXN0000003249,UC00000003,2026-05-11T17:17:00,2435.4,4.01,UPI,False,0.0,False,0.894,0.9431
TXN0000003250,UC00000003,2026-05-04T19:29:00,1720.75,4.27,wallet,False,0.0,False,1.535,0.9456
TXN0000003251,UC00000003,2026-05-21T20:36:00,1653.29,4.33,UPI,False,0.0,False,1.07,0.9619
TXN0000003252,UC00000003,2026-05-22T11:37:00,2204.33,5.0,UPI,False,0.0,False,0.688,0.9598
TXN0000003253,UC00000003,2026-05-14T14:54:00,1850.61,4.13,wallet,False,0.0,False,0.55,0.9426
TXN0000003254,UC00000003,2026-05-12T20:45:00,2547.27,4.58,UPI,False,0.0,False,1.398,0.9515
TXN0000003255,UC00000003,2026-05-28T19:57:00,2971.64,4.53,card,False,0.0,False,0.956,0.9665
TXN0000003256,UC00000003,2026-05-19T19:06:00,1832.28,4.1,UPI,False,0.0,False,1.661,0.9519
TXN0000003257,UC00000003,2026-05-13T15:31:00,2801.77,4.25,UPI,False,0.0,False,0.77,0.9722
TXN0000003258,UC00000003,2026-05-09T07:35:00,1979.91,3.58,UPI,False,0.0,False,1.636,0.9512
TXN0000003259,UC00000003,2026-05-12T07:38:00,2793.39,4.11,UPI,False,5.09,False,1.025,0.946
TXN0000003260,UC00000003,2026-05-13T19:12:00,1791.71,4.11,UPI,False,0.0,False,1.676,0.9575
TXN0000003261,UC00000003,2026-05-07T19:33:00,1965.23,4.45,UPI,False,0.0,False,0.959,0.9518
TXN0000003262,UC00000003,2026-05-04T08:21:00,2948.76,4.6,UPI,False,0.0,False,1.036,0.9632
TXN0000003263,UC00000003,2026-05-17T14:49:00,1774.39,4.3,UPI,False,0.0,False,0.528,0.9629
TXN0000003264,UC00000003,2026-05-24T13:00:00,2071.26,4.67,UPI,False,0.0,False,1.874,0.9622
TXN0000003265,UC00000004,2024-01-18T20:23:00,1346.63,4.22,wallet,False,0.0,False,2.142,0.956
TXN0000003266,UC00000004,2024-01-10T07:35:00,2031.84,4.83,UPI,False,0.0,False,1.613,0.9357
TXN0000003267,UC00000004,2024-01-28T16:52:00,1342.63,4.09,UPI,False,19.24,False,1.605,0.9453
TXN0000003268,UC00000004,2024-01-26T13:43:00,1112.38,4.25,card,False,0.0,False,1.257,0.9516
TXN0000003269,UC00000004,2024-01-25T08:42:00,997.79,4.32,card,False,0.0,False,2.187,0.9465
TXN0000003270,UC00000004,2024-01-16T14:57:00,1252.33,4.44,UPI,False,0.0,False,1.767,0.9538
TXN0000003271,UC00000004,2024-01-04T17:38:00,1569.77,3.96,UPI,False,26.78,False,0.89,0.9401
TXN0000003272,UC00000004,2024-01-15T08:06:00,1472.66,4.32,UPI,False,0.0,False,2.764,0.9486
TXN0000003273,UC00000004,2024-01-04T10:31:00,1087.56,5.0,wallet,False,0.0,False,2.986,0.9461
TXN0000003274,UC00000004,2024-01-14T16:07:00,860.47,5.0,wallet,False,0.0,False,2.657,0.9492
TXN0000003275,UC00000004,2024-01-21T08:33:00,934.48,4.88,UPI,False,0.0,False,2.449,0.9345
TXN0000003276,UC00000004,2024-01-27T19:50:00,1398.06,4.16,netbanking,False,0.0,False,1.541,0.9433
TXN0000003277,UC00000004,2024-01-29T12:25:00,1350.24,4.41,UPI,False,0.0,False,0.71,0.9519
TXN0000003278,UC00000004,2024-01-24T13:15:00,1714.03,3.67,UPI,False,0.0,False,0.837,0.9298
TXN0000003279,UC00000004,2024-01-16T07:58:00,919.85,4.67,UPI,False,0.0,False,1.86,0.9588
TXN0000003280,UC00000004,2024-01-06T13:29:00,942.9,3.8,UPI,False,0.0,False,1.005,0.9343
TXN0000003281,UC00000004,2024-01-28T14:06:00,1037.31,4.35,UPI,False,0.0,False,0.854,0.9492
TXN0000003282,UC00000004,2024-01-05T09:51:00,967.37,4.17,cash,False,0.0,False,1.76,0.9626
TXN0000003283,UC00000004,2024-01-12T12:22:00,1252.11,4.83,cash,False,0.0,False,1.857,0.9409
TXN0000003284,UC00000004,2024-01-07T07:34:00,930.84,5.0,UPI,True,0.0,False,1.424,0.9499
TXN0000003285,UC00000004,2024-01-22T19:21:00,1181.41,4.01,cash,False,0.0,False,1.262,0.9433
TXN0000003286,UC00000004,2024-01-07T09:43:00,1238.16,4.99,wallet,False,0.0,False,3.054,0.9517
TXN0000003287,UC00000004,2024-01-01T12:11:00,1328.95,4.58,UPI,False,0.0,False,2.083,0.9622
TXN0000003288,UC00000004,2024-01-08T12:47:00,1210.13,4.27,UPI,False,0.0,False,1.603,0.9331
TXN0000003289,UC00000004,2024-01-03T17:41:00,944.64,3.78,UPI,False,0.0,False,1.976,0.9495
TXN0000003290,UC00000004,2024-01-19T07:44:00,969.23,3.6,UPI,False,0.0,False,2.728,0.9388
TXN0000003291,UC00000004,2024-01-09T08:17:00,1326.67,4.33,UPI,False,0.0,False,2.003,0.9483
TXN0000003292,UC00000004,2024-01-02T18:14:00,1379.04,4.97,UPI,False,34.83,False,2.086,0.9473
TXN0000003293,UC00000004,2024-01-17T08:15:00,1208.42,3.59,UPI,False,0.0,False,0.77,0.9705
TXN0000003294,UC00000004,2024-01-03T11:10:00,1192.76,4.0,UPI,False,39.53,False,2.037,0.9327
TXN0000003295,UC00000004,2024-01-03T16:01:00,1379.07,3.66,UPI,False,0.0,False,2.385,0.9736
TXN0000003296,UC00000004,2024-01-15T13:48:00,1186.83,3.95,card,False,0.0,False,2.007,0.9562
TXN0000003297,UC00000004,2024-01-03T15:45:00,965.84,4.52,UPI,False,43.99,False,1.108,0.9266
TXN0000003298,UC00000004,2024-01-04T12:57:00,1434.16,4.12,UPI,False,0.0,False,1.241,0.9396
TXN0000003299,UC00000004,2024-01-05T12:32:00,687.04,4.32,card,False,0.0,False,1.73,0.9502
TXN0000003300,UC00000004,2024-01-21T20:45:00,865.88,4.07,cash,False,0.0,False,1.442,0.9499
TXN0000003301,UC00000004,2024-01-25T12:28:00,1166.98,4.36,UPI,False,0.0,False,0.751,0.9225
TXN0000003302,UC00000004,2024-01-11T20:24:00,887.08,4.33,UPI,False,0.0,False,1.944,0.9707
TXN0000003303,UC00000004,2024-01-22T20:03:00,1225.66,5.0,UPI,False,0.0,False,2.271,0.9553
TXN0000003304,UC00000004,2024-01-04T07:27:00,1445.07,3.83,UPI,False,0.0,False,2.671,0.9666
TXN0000003305,UC00000004,2024-02-10T10:08:00,1282.63,4.0,UPI,False,0.0,False,2.89,0.9429
TXN0000003306,UC00000004,2024-02-05T20:40:00,1435.65,4.27,UPI,False,0.0,False,1.732,0.9675
TXN0000003307,UC00000004,2024-02-26T08:26:00,1128.28,5.0,UPI,False,0.0,False,1.783,0.9529
TXN0000003308,UC00000004,2024-02-18T16:06:00,2065.13,3.85,UPI,False,0.0,False,2.372,0.9392
TXN0000003309,UC00000004,2024-02-18T12:04:00,1306.22,4.62,UPI,False,0.0,False,2.271,0.9416
TXN0000003310,UC00000004,2024-02-07T20:51:00,1225.53,3.68,UPI,False,0.0,False,1.058,0.9459
TXN0000003311,UC00000004,2024-02-02T08:39:00,1147.14,4.79,UPI,False,45.48,False,2.627,0.9397
TXN0000003312,UC00000004,2024-02-28T10:48:00,1315.58,4.28,card,False,28.73,False,2.502,0.9529
TXN0000003313,UC00000004,2024-02-08T09:03:00,1124.23,4.44,UPI,False,0.0,False,2.685,0.9534
TXN0000003314,UC00000004,2024-02-20T09:36:00,1031.52,4.44,UPI,False,79.1,False,1.075,0.9475
TXN0000003315,UC00000004,2024-02-02T18:43:00,1347.82,3.4,UPI,False,18.88,False,2.413,0.9442
TXN0000003316,UC00000004,2024-02-04T16:01:00,1123.28,4.83,wallet,False,0.0,False,0.745,0.9732
TXN0000003317,UC00000004,2024-02-26T14:05:00,1209.03,4.34,UPI,False,0.0,False,1.181,0.947
TXN0000003318,UC00000004,2024-02-12T10:02:00,1686.05,3.47,UPI,False,108.87,False,2.408,0.9379
TXN0000003319,UC00000004,2024-02-19T20:49:00,839.22,3.78,UPI,False,0.0,False,2.751,0.9618
TXN0000003320,UC00000004,2024-02-21T10:26:00,1113.13,4.53,UPI,False,160.48,False,2.439,0.9333
TXN0000003321,UC00000004,2024-02-04T08:21:00,1175.75,4.41,wallet,False,0.0,False,2.911,0.9444
TXN0000003322,UC00000004,2024-02-13T13:57:00,759.97,4.87,UPI,False,15.58,False,0.892,0.9411
TXN0000003323,UC00000004,2024-02-14T11:23:00,1077.27,3.85,card,False,0.0,False,1.916,0.9587
TXN0000003324,UC00000004,2024-02-02T13:14:00,962.03,3.77,UPI,False,0.0,False,0.703,0.9419
TXN0000003325,UC00000004,2024-02-09T10:08:00,1240.72,3.99,UPI,True,0.0,False,2.765,0.9204
TXN0000003326,UC00000004,2024-02-26T14:19:00,1293.13,4.1,card,False,0.0,False,2.222,0.9581
TXN0000003327,UC00000004,2024-02-09T16:30:00,1203.57,3.91,UPI,False,0.0,False,0.919,0.9489
TXN0000003328,UC00000004,2024-02-21T18:33:00,1092.93,4.8,UPI,False,0.0,False,2.644,0.9513
TXN0000003329,UC00000004,2024-02-27T15:29:00,761.55,4.17,UPI,True,0.0,False,2.992,0.9412
TXN0000003330,UC00000004,2024-02-10T13:38:00,821.55,3.9,UPI,False,0.0,False,0.803,0.9611
TXN0000003331,UC00000004,2024-02-04T09:43:00,1304.64,4.43,UPI,False,0.0,False,2.783,0.9286
TXN0000003332,UC00000004,2024-02-01T08:29:00,956.06,4.05,UPI,False,0.0,False,0.809,0.9501
TXN0000003333,UC00000004,2024-02-10T15:47:00,1119.46,5.0,UPI,False,0.0,False,2.602,0.9513
TXN0000003334,UC00000004,2024-02-28T18:37:00,1689.64,4.31,cash,False,0.0,False,2.539,0.9665
TXN0000003335,UC00000004,2024-02-09T11:14:00,817.23,3.98,UPI,False,0.0,False,2.875,0.9362
TXN0000003336,UC00000004,2024-02-08T19:58:00,1498.42,4.55,UPI,False,0.0,False,1.553,0.9522
TXN0000003337,UC00000004,2024-02-11T16:18:00,944.41,4.08,UPI,False,0.0,False,0.866,0.9303
TXN0000003338,UC00000004,2024-02-26T19:36:00,1268.42,4.7,UPI,True,0.0,False,2.866,0.9441
TXN0000003339,UC00000004,2024-02-24T16:59:00,1073.32,4.31,card,False,31.84,False,1.869,0.9508
TXN0000003340,UC00000004,2024-02-05T12:13:00,1173.52,4.78,wallet,False,0.0,False,2.653,0.9363
TXN0000003341,UC00000004,2024-02-07T12:38:00,918.11,3.79,UPI,False,0.0,False,2.698,0.9367
TXN0000003342,UC00000004,2024-02-25T18:24:00,943.94,3.98,UPI,False,0.0,False,2.009,0.9315
