merchant_id,month,target_month,default_probability,predicted_class,split,risk_band,city,business_type,loan_amount,payout_amount,working_capital_gap,default_flag
UC00000257,2024-10,2024-11,0.4600678085023714,0,train,Medium,Delhi NCR,plumbing_electrical,4996.93,24695.06,1449.31,False
UC00000257,2024-11,2024-12,0.5953113862557537,0,train,Medium,Delhi NCR,plumbing_electrical,0.0,21731.71,0.0,False
UC00000257,2024-12,2025-01,0.4031621370238598,0,train,Medium,Delhi NCR,plumbing_electrical,0.0,24250.08,0.0,False
UC00000257,2025-01,2025-02,0.4747951702651072,0,train,Medium,Delhi NCR,plumbing_electrical,0.0,34313.41,71.71,False
UC00000257,2025-02,2025-03,0.5417971769127838,0,train,Medium,Delhi NCR,plumbing_electrical,0.0,31709.69,0.0,False
UC00000257,2025-03,2025-04,0.5205961727001623,0,train,Medium,Delhi NCR,plumbing_electrical,0.0,28236.53,0.0,False
UC00000257,2025-04,2025-05,0.5211596588402311,0,train,Medium,Delhi NCR,plumbing_electrical,0.0,20884.32,0.0,False
UC00000257,2025-05,2025-06,0.6186959802620516,0,train,Medium,Delhi NCR,plumbing_electrical,0.0,25712.26,0.0,False
UC00000257,2025-06,2025-07,0.7287864854193492,1,train,High,Delhi NCR,plumbing_electrical,0.0,34050.47,0.0,False
UC00000257,2025-07,2025-08,0.8024756056253801,1,train,High,Delhi NCR,plumbing_electrical,0.0,24370.39,0.0,False
UC00000257,2025-08,2025-09,0.7187022585626063,1,train,High,Delhi NCR,plumbing_electrical,9807.97,31293.28,0.0,False
UC00000257,2025-09,2025-10,0.8272130239940773,1,train,High,Delhi NCR,plumbing_electrical,0.0,17746.32,0.0,False
UC00000257,2025-10,2025-11,0.6599122684934908,0,train,Medium,Delhi NCR,plumbing_electrical,6942.83,28176.06,0.0,False
UC00000257,2025-11,2025-12,0.7714538544572429,1,test,High,Delhi NCR,plumbing_electrical,0.0,37543.9,0.0,False
UC00000257,2025-12,2026-01,0.80398045789408,1,test,High,Delhi NCR,plumbing_electrical,0.0,21775.91,0.0,False
UC00000257,2026-01,2026-02,0.6851993048171864,1,test,Medium,Delhi NCR,plumbing_electrical,0.0,33095.8,0.0,False
UC00000257,2026-02,2026-03,0.8192160370950827,1,test,High,Delhi NCR,plumbing_electrical,0.0,29239.68,0.0,False
UC00000257,2026-03,2026-04,0.7896283430857988,1,test,High,Delhi NCR,plumbing_electrical,0.0,32341.46,0.0,False
UC00000257,2026-04,2026-05,0.7736092380278201,1,test,High,Delhi NCR,plumbing_electrical,11336.37,28147.36,0.0,False
UC00000258,2024-01,2024-02,0.4677872120603346,0,train,Medium,Jaipur,appliance_repair,5588.08,14559.03,1161.81,False
UC00000258,2024-02,2024-03,0.5450171766864355,0,train,Medium,Jaipur,appliance_repair,0.0,10192.41,483.48,False
UC00000258,2024-03,2024-04,0.4083130247781412,0,train,Medium,Jaipur,appliance_repair,0.0,14784.66,0.0,False
UC00000258,2024-04,2024-05,0.4657059901232494,0,train,Medium,Jaipur,appliance_repair,0.0,10703.75,1188.94,False
UC00000258,2024-05,2024-06,0.3575542507612141,0,train,Medium,Jaipur,appliance_repair,0.0,17556.57,134.1,False
UC00000258,2024-06,2024-07,0.5090833883135513,0,train,Medium,Jaipur,appliance_repair,0.0,14709.88,962.16,False
UC00000258,2024-07,2024-08,0.4006349553120392,0,train,Medium,Jaipur,appliance_repair,0.0,9109.89,1575.15,False
UC00000258,2024-08,2024-09,0.2794878025575427,0,train,Low,Jaipur,appliance_repair,0.0,17870.57,0.0,False
UC00000258,2024-09,2024-10,0.5055436778505453,0,train,Medium,Jaipur,appliance_repair,0.0,14150.35,0.0,False
UC00000258,2024-10,2024-11,0.4034221451456529,0,train,Medium,Jaipur,appliance_repair,0.0,11359.29,844.89,False
UC00000258,2024-11,2024-12,0.4032989885862387,0,train,Medium,Jaipur,appliance_repair,0.0,11632.33,647.06,False
UC00000258,2024-12,2025-01,0.335537236847082,0,train,Medium,Jaipur,appliance_repair,0.0,18372.61,0.0,False
UC00000258,2025-01,2025-02,0.4501670875937141,0,train,Medium,Jaipur,appliance_repair,0.0,8803.45,2629.42,False
UC00000258,2025-02,2025-03,0.3147042963010258,0,train,Medium,Jaipur,appliance_repair,0.0,12382.81,733.91,False
UC00000258,2025-03,2025-04,0.3269499305892122,0,train,Medium,Jaipur,appliance_repair,0.0,15793.13,658.55,False
UC00000258,2025-04,2025-05,0.4088528046023534,0,train,Medium,Jaipur,appliance_repair,4651.15,17987.88,149.63,False
UC00000258,2025-05,2025-06,0.4551786062536674,0,train,Medium,Jaipur,appliance_repair,0.0,12869.14,37.72,False
UC00000258,2025-06,2025-07,0.2629568099512226,0,train,Low,Jaipur,appliance_repair,0.0,13980.81,408.78,False
UC00000258,2025-07,2025-08,0.2956891671829215,0,train,Low,Jaipur,appliance_repair,0.0,17571.07,242.04,False
UC00000258,2025-08,2025-09,0.4645653650307743,0,train,Medium,Jaipur,appliance_repair,6078.45,14553.58,90.27,False
UC00000258,2025-09,2025-10,0.4556822246063634,0,train,Medium,Jaipur,appliance_repair,0.0,16421.25,267.71,False
UC00000258,2025-10,2025-11,0.5166804075830554,0,train,Medium,Jaipur,appliance_repair,0.0,13615.0,0.0,False
UC00000258,2025-11,2025-12,0.3755045984951344,0,test,Medium,Jaipur,appliance_repair,0.0,14704.27,0.0,False
UC00000258,2025-12,2026-01,0.4222576730624845,0,test,Medium,Jaipur,appliance_repair,0.0,16732.52,0.0,False
UC00000258,2026-01,2026-02,0.4027747123391548,0,test,Medium,Jaipur,appliance_repair,0.0,13517.0,0.0,False
UC00000258,2026-02,2026-03,0.3833602332647888,0,test,Medium,Jaipur,appliance_repair,3000.0,7854.47,1221.13,False
UC00000258,2026-03,2026-04,0.3289922033433391,0,test,Medium,Jaipur,appliance_repair,0.0,13582.84,826.47,False
UC00000258,2026-04,2026-05,0.4696900434700007,0,test,Medium,Jaipur,appliance_repair,0.0,14841.24,0.0,False
UC00000259,2024-01,2024-02,0.5097643341429807,0,train,Medium,Pune,appliance_repair,0.0,8912.55,0.0,False
UC00000259,2024-02,2024-03,0.5712857807353775,0,train,Medium,Pune,appliance_repair,0.0,4050.34,1148.53,False
UC00000259,2024-03,2024-04,0.2513785412348774,0,train,Low,Pune,appliance_repair,0.0,5120.3,783.08,False
UC00000259,2024-04,2024-05,0.2897263702155364,0,train,Low,Pune,appliance_repair,0.0,3763.32,486.46,False
UC00000259,2024-05,2024-06,0.4181811165644907,0,train,Medium,Pune,appliance_repair,3656.65,8713.86,0.0,False
UC00000259,2024-06,2024-07,0.6579027311743394,0,train,Medium,Pune,appliance_repair,0.0,6520.06,115.25,False
UC00000259,2024-07,2024-08,0.6528446888543862,0,train,Medium,Pune,appliance_repair,0.0,3191.94,1399.67,False
UC00000259,2024-08,2024-09,0.3067372939898597,0,train,Medium,Pune,appliance_repair,0.0,7987.37,630.73,False
UC00000259,2024-09,2024-10,0.5535705000224489,0,train,Medium,Pune,appliance_repair,0.0,5550.15,841.23,False
UC00000259,2024-10,2024-11,0.3694807001376036,0,train,Medium,Pune,appliance_repair,0.0,5514.07,1248.44,False
UC00000259,2024-11,2024-12,0.4773533158696155,0,train,Medium,Pune,appliance_repair,0.0,5704.47,59.83,False
UC00000259,2024-12,2025-01,0.5356382445555281,0,train,Medium,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-01,2025-02,0.0193891088634998,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-02,2025-03,0.019462571311558,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-03,2025-04,0.0278103532597326,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-04,2025-05,0.0274468915850316,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-05,2025-06,0.0270880477435894,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-06,2025-07,0.0267337665052583,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-07,2025-08,0.0263839932109022,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-08,2025-09,0.0260386737688751,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-09,2025-10,0.0257171495417989,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-10,2025-11,0.0254042845360381,0,train,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-11,2025-12,0.0250951276880428,0,test,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2025-12,2026-01,0.0247896374205096,0,test,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2026-01,2026-02,0.0244877725648137,0,test,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2026-02,2026-03,0.0241894923584135,0,test,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2026-03,2026-04,0.0238947564422325,0,test,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000259,2026-04,2026-05,0.023603524858021,0,test,Low,Pune,appliance_repair,0.0,0.0,0.0,False
UC00000260,2024-01,2024-02,0.5705724297818385,0,train,Medium,Kolkata,beauty_wellness,0.0,18664.46,2023.56,False
UC00000260,2024-02,2024-03,0.2584490383903784,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-03,2024-04,0.0084152447854091,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-04,2024-05,0.0084107074978987,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-05,2024-06,0.046546902730094,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-06,2024-07,0.0459501414305606,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-07,2024-08,0.0453606670046181,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-08,2024-09,0.0447783997620428,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-09,2024-10,0.044203260646266,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-10,2024-11,0.0436351712357194,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-11,2024-12,0.0430740537449622,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2024-12,2025-01,0.0425198310255982,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-01,2025-02,0.0419724265669881,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-02,2025-03,0.0414317644967624,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-03,2025-04,0.0408977695811408,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-04,2025-05,0.0403703672250651,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-05,2025-06,0.0398494834721484,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-06,2025-07,0.0393350450044493,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-07,2025-08,0.0388269791420732,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-08,2025-09,0.038325213842609,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-09,2025-10,0.0378296777004043,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-10,2025-11,0.0373402999456844,0,train,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-11,2025-12,0.0368570104435219,0,test,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2025-12,2026-01,0.0363797396926588,0,test,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2026-01,2026-02,0.0359084188241883,0,test,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2026-02,2026-03,0.0354429796001007,0,test,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2026-03,2026-04,0.0349833544116965,0,test,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000260,2026-04,2026-05,0.0345294762778727,0,test,Low,Kolkata,beauty_wellness,0.0,0.0,0.0,False
UC00000261,2024-01,2024-02,0.581415207566814,0,train,Medium,Mumbai,plumbing_electrical,0.0,10280.38,1155.88,False
UC00000261,2024-02,2024-03,0.2551328429243442,0,train,Low,Mumbai,plumbing_electrical,0.0,14573.17,2312.3,False
UC00000261,2024-03,2024-04,0.3750650585511578,0,train,Medium,Mumbai,plumbing_electrical,0.0,12221.6,1781.96,False
UC00000261,2024-04,2024-05,0.3287202119665887,0,train,Medium,Mumbai,plumbing_electrical,0.0,16062.56,1272.69,False
UC00000261,2024-05,2024-06,0.4033731689061527,0,train,Medium,Mumbai,plumbing_electrical,0.0,20917.78,848.68,False
UC00000261,2024-06,2024-07,0.4610070087483324,0,train,Medium,Mumbai,plumbing_electrical,0.0,17966.11,403.39,False
UC00000261,2024-07,2024-08,0.4297365687963597,0,train,Medium,Mumbai,plumbing_electrical,8104.23,20065.87,819.07,False
UC00000261,2024-08,2024-09,0.5203596674512082,0,train,Medium,Mumbai,plumbing_electrical,0.0,20742.72,0.0,False
UC00000261,2024-09,2024-10,0.5515594008928388,0,train,Medium,Mumbai,plumbing_electrical,0.0,22592.09,487.09,False
UC00000261,2024-10,2024-11,0.6345816314624552,0,train,Medium,Mumbai,plumbing_electrical,0.0,15307.54,1471.64,False
UC00000261,2024-11,2024-12,0.487512760997612,0,train,Medium,Mumbai,plumbing_electrical,0.0,16925.11,644.73,False
UC00000261,2024-12,2025-01,0.5399362899142208,0,train,Medium,Mumbai,plumbing_electrical,0.0,18830.68,0.0,False
UC00000261,2025-01,2025-02,0.588756919709384,0,train,Medium,Mumbai,plumbing_electrical,0.0,22403.02,140.67,False
UC00000261,2025-02,2025-03,0.6642055716889984,1,train,Medium,Mumbai,plumbing_electrical,0.0,15025.36,2069.64,False
UC00000261,2025-03,2025-04,0.5193095445132347,0,train,Medium,Mumbai,plumbing_electrical,0.0,15098.25,1482.98,False
UC00000261,2025-04,2025-05,0.5081557627471986,0,train,Medium,Mumbai,plumbing_electrical,0.0,20261.64,0.0,False
UC00000261,2025-05,2025-06,0.7081133069987998,1,train,High,Mumbai,plumbing_electrical,0.0,18660.57,0.0,False
UC00000261,2025-06,2025-07,0.7325984286838049,1,train,High,Mumbai,plumbing_electrical,0.0,24942.06,0.0,False
UC00000261,2025-07,2025-08,0.8136968684596101,1,train,High,Mumbai,plumbing_electrical,0.0,14880.87,0.0,False
UC00000261,2025-08,2025-09,0.680929096429597,1,train,Medium,Mumbai,plumbing_electrical,7799.96,21402.87,0.0,False
UC00000261,2025-09,2025-10,0.8048832074421015,1,train,High,Mumbai,plumbing_electrical,0.0,18836.76,0.0,False
UC00000261,2025-10,2025-11,0.7392694765192683,1,train,High,Mumbai,plumbing_electrical,0.0,18090.28,0.0,False
UC00000261,2025-11,2025-12,0.7249769362932815,1,test,High,Mumbai,plumbing_electrical,0.0,18261.29,0.0,False
UC00000261,2025-12,2026-01,0.8102849711055358,1,test,High,Mumbai,plumbing_electrical,0.0,18441.76,0.0,False
UC00000261,2026-01,2026-02,0.7962274470383538,1,test,High,Mumbai,plumbing_electrical,7139.85,20930.01,0.0,False
UC00000261,2026-02,2026-03,0.8295722407831001,1,test,High,Mumbai,plumbing_electrical,0.0,27337.48,0.0,False
UC00000261,2026-03,2026-04,0.8290114091534465,1,test,High,Mumbai,plumbing_electrical,0.0,20651.07,0.0,False
UC00000261,2026-04,2026-05,0.735870215546912,1,test,High,Mumbai,plumbing_electrical,0.0,25212.39,0.0,False
UC00000262,2024-01,2024-02,0.59708328378779,0,train,Medium,Delhi NCR,appliance_repair,0.0,12617.57,1685.55,False
UC00000262,2024-02,2024-03,0.6674794831042161,1,train,Medium,Delhi NCR,appliance_repair,0.0,14603.69,1011.75,False
UC00000262,2024-03,2024-04,0.56544856854494,0,train,Medium,Delhi NCR,appliance_repair,0.0,8154.65,1905.96,False
UC00000262,2024-04,2024-05,0.4610442813116183,0,train,Medium,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-05,2024-06,0.0236691625986651,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-06,2024-07,0.0256844047527369,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-07,2024-08,0.0635084131382985,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-08,2024-09,0.0627084964947563,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-09,2024-10,0.0619179890076065,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-10,2024-11,0.0611367967101929,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-11,2024-12,0.0603648261524056,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2024-12,2025-01,0.059601984409376,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-01,2025-02,0.0588481790897825,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-02,2025-03,0.0581033183437762,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-03,2025-04,0.0573673108705329,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-04,2025-05,0.0566400659254403,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-05,2025-06,0.0559214933269273,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-06,2025-07,0.0552115034629437,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-07,2025-08,0.0545100072970974,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-08,2025-09,0.0538169163744568,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-09,2025-10,0.0531321428270259,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-10,2025-11,0.0524555993788995,0,train,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-11,2025-12,0.0517871993511057,0,test,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2025-12,2026-01,0.0511268566661429,0,test,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2026-01,2026-02,0.0504744858522193,0,test,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2026-02,2026-03,0.0498300020472001,0,test,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2026-03,2026-04,0.0491933210022719,0,test,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000262,2026-04,2026-05,0.048564359085329,0,test,Low,Delhi NCR,appliance_repair,0.0,0.0,0.0,False
UC00000263,2024-01,2024-02,0.5271995432187138,0,train,Medium,Mumbai,home_cleaning,0.0,49723.62,3784.17,False
UC00000263,2024-02,2024-03,0.6020898479003609,0,train,Medium,Mumbai,home_cleaning,0.0,51644.79,0.0,False
UC00000263,2024-03,2024-04,0.3631048510919414,0,train,Medium,Mumbai,home_cleaning,0.0,38922.17,4304.44,False
UC00000263,2024-04,2024-05,0.4581073856123728,0,train,Medium,Mumbai,home_cleaning,9545.72,52228.16,0.0,False
UC00000263,2024-05,2024-06,0.3951850890813331,0,train,Medium,Mumbai,home_cleaning,0.0,47567.8,3403.34,False
UC00000263,2024-06,2024-07,0.3956880521363332,0,train,Medium,Mumbai,home_cleaning,0.0,37937.28,3588.4,False
UC00000263,2024-07,2024-08,0.3710021219347295,0,train,Medium,Mumbai,home_cleaning,0.0,43960.71,312.48,False
UC00000263,2024-08,2024-09,0.3410174059131188,0,train,Medium,Mumbai,home_cleaning,0.0,35522.58,2112.3,False
UC00000263,2024-09,2024-10,0.3628554069794993,0,train,Medium,Mumbai,home_cleaning,0.0,51669.6,4368.14,False
UC00000263,2024-10,2024-11,0.5259581312160081,0,train,Medium,Mumbai,home_cleaning,11504.36,41609.75,5886.5,False
UC00000263,2024-11,2024-12,0.5519783919031223,0,train,Medium,Mumbai,home_cleaning,0.0,70750.92,0.0,False
UC00000263,2024-12,2025-01,0.4267016218248071,0,train,Medium,Mumbai,home_cleaning,12129.61,55843.67,0.0,False
UC00000263,2025-01,2025-02,0.5728856923109515,0,train,Medium,Mumbai,home_cleaning,0.0,54700.18,0.0,False
UC00000263,2025-02,2025-03,0.601880537716316,0,train,Medium,Mumbai,home_cleaning,14158.68,59978.15,0.0,False
UC00000263,2025-03,2025-04,0.7525183474772354,1,train,High,Mumbai,home_cleaning,0.0,50200.81,0.0,False
UC00000263,2025-04,2025-05,0.6557290696376645,0,train,Medium,Mumbai,home_cleaning,0.0,54970.02,0.0,False
UC00000263,2025-05,2025-06,0.6383782465381963,0,train,Medium,Mumbai,home_cleaning,13430.69,70750.03,0.0,False
UC00000263,2025-06,2025-07,0.7703526148399478,1,train,High,Mumbai,home_cleaning,0.0,52249.24,0.0,False
UC00000263,2025-07,2025-08,0.5903052818617948,0,train,Medium,Mumbai,home_cleaning,0.0,56045.22,0.0,False
UC00000263,2025-08,2025-09,0.639735437779858,0,train,Medium,Mumbai,home_cleaning,0.0,55137.49,0.0,False
UC00000263,2025-09,2025-10,0.6415104265522199,0,train,Medium,Mumbai,home_cleaning,27437.95,66729.69,0.0,False
UC00000263,2025-10,2025-11,0.7790656317855366,1,train,High,Mumbai,home_cleaning,14802.05,52589.81,0.0,False
UC00000263,2025-11,2025-12,0.6257752903500445,0,test,Medium,Mumbai,home_cleaning,14058.4,54322.8,0.0,False
UC00000263,2025-12,2026-01,0.6723714248730178,1,test,Medium,Mumbai,home_cleaning,19289.28,49797.21,0.0,False
UC00000263,2026-01,2026-02,0.7020601776438493,1,test,High,Mumbai,home_cleaning,0.0,61748.06,0.0,False
UC00000263,2026-02,2026-03,0.6512805169279894,0,test,Medium,Mumbai,home_cleaning,10413.2,54938.56,0.0,False
UC00000263,2026-03,2026-04,0.646921233700483,0,test,Medium,Mumbai,home_cleaning,0.0,80906.13,0.0,False
UC00000263,2026-04,2026-05,0.7329397617228656,1,test,High,Mumbai,home_cleaning,14058.49,67536.24,0.0,False
UC00000264,2024-01,2024-02,0.4152569453869916,0,train,Medium,Mumbai,beauty_wellness,0.0,30367.19,383.68,False
UC00000264,2024-02,2024-03,0.3752789716584473,0,train,Medium,Mumbai,beauty_wellness,0.0,21114.02,4982.71,False
UC00000264,2024-03,2024-04,0.4098240827857949,0,train,Medium,Mumbai,beauty_wellness,0.0,31435.65,1138.9,False
UC00000264,2024-04,2024-05,0.2755613003812133,0,train,Low,Mumbai,beauty_wellness,9441.89,31886.69,1124.63,True
UC00000264,2024-05,2024-06,0.2759207443323845,0,train,Low,Mumbai,beauty_wellness,0.0,25797.62,1748.87,False
UC00000264,2024-06,2024-07,0.1992407301012519,0,train,Low,Mumbai,beauty_wellness,0.0,27787.29,712.18,False
UC00000264,2024-07,2024-08,0.2342154764393023,0,train,Low,Mumbai,beauty_wellness,0.0,18597.06,3968.05,False
UC00000264,2024-08,2024-09,0.2734638441557818,0,train,Low,Mumbai,beauty_wellness,0.0,30432.25,0.0,False
UC00000264,2024-09,2024-10,0.3870324691947525,0,train,Medium,Mumbai,beauty_wellness,0.0,28943.58,0.0,False
UC00000264,2024-10,2024-11,0.4285580435023498,0,train,Medium,Mumbai,beauty_wellness,0.0,29326.39,0.0,False
UC00000264,2024-11,2024-12,0.5060439959866858,0,train,Medium,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2024-12,2025-01,0.0109703261584683,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-01,2025-02,0.0094268071099461,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-02,2025-03,0.0171437519740669,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-03,2025-04,0.0169172694306158,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-04,2025-05,0.0166937280818699,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-05,2025-06,0.0164730910668799,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-06,2025-07,0.0162553219515865,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-07,2025-08,0.0160403847248086,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-08,2025-09,0.0158282437942443,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-09,2025-10,0.0156188639824831,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-10,2025-11,0.0154122105230333,0,train,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-11,2025-12,0.0152082490563614,0,test,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2025-12,2026-01,0.0150178234735433,0,test,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2026-01,2026-02,0.0148331406734213,0,test,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2026-02,2026-03,0.0146506952425032,0,test,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2026-03,2026-04,0.0144704609019496,0,test,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000264,2026-04,2026-05,0.014292411661362,0,test,Low,Mumbai,beauty_wellness,0.0,0.0,0.0,False
UC00000265,2024-01,2024-02,0.4906282333330843,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,57040.79,5111.68,False
UC00000265,2024-02,2024-03,0.2934582037270848,0,train,Low,Delhi NCR,salon_spa_premium,0.0,46371.61,5517.95,False
UC00000265,2024-03,2024-04,0.314077267281828,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,57507.79,5343.69,False
UC00000265,2024-04,2024-05,0.3399723611778946,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,38691.73,9831.48,False
UC00000265,2024-05,2024-06,0.4579456744480125,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,72492.27,2028.65,False
UC00000265,2024-06,2024-07,0.4356408022341546,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,56890.01,8702.99,False
UC00000265,2024-07,2024-08,0.6035440472876269,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,67301.59,433.25,False
UC00000265,2024-08,2024-09,0.3482761255632994,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,73133.83,2071.33,False
UC00000265,2024-09,2024-10,0.3804688151121426,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,48597.22,2553.63,False
UC00000265,2024-10,2024-11,0.2203524762075717,0,train,Low,Delhi NCR,salon_spa_premium,0.0,57227.23,1721.31,False
UC00000265,2024-11,2024-12,0.2549382269165037,0,train,Low,Delhi NCR,salon_spa_premium,0.0,70688.05,497.73,False
UC00000265,2024-12,2025-01,0.3107094551525374,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,33236.11,12534.11,False
